Model,MSO2014
Firmware Version,1.35

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.04,
Sample Interval,3.2e-06,
Filter Frequency,4.2e+07,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,5,
Label,,
TIME,CH1,CH1 Peak Detect
1.90790e-01,-5.3,-5.3
1.90794e-01,-5.5,-5.7
1.90797e-01,-5.3,-5.3
1.90800e-01,-5.3,-5.7
1.90803e-01,-5.5,-5.3
1.90806e-01,-5.3,-5.7
1.90810e-01,-5.3,-5.3
1.90813e-01,-5.3,-5.7
1.90816e-01,-5.5,-5.3
1.90819e-01,-5.3,-5.7
1.90822e-01,-5.3,-5.3
1.90826e-01,-5.3,-5.5
1.90829e-01,-5.3,-5.1
1.90832e-01,-5.5,-5.7
1.90835e-01,-5.3,-5.1
1.90838e-01,-5.3,-5.5
1.90842e-01,-5.3,-5.1
1.90845e-01,-5.3,-5.7
1.90848e-01,-5.3,-5.1
1.90851e-01,-5.3,-5.5
1.90854e-01,-5.3,-5.1
1.90858e-01,-5.3,-5.5
1.90861e-01,-5.3,-5.1
1.90864e-01,-5.3,-5.5
1.90867e-01,-5.3,-5.1
1.90870e-01,-5.3,-5.5
1.90874e-01,-5.3,-5.1
1.90877e-01,-5.3,-5.5
1.90880e-01,-5.3,-5.1
1.90883e-01,-5.3,-5.5
1.90886e-01,-5.3,-5.1
1.90890e-01,-5.3,-5.5
1.90893e-01,-5.3,-5.1
1.90896e-01,-5.3,-5.5
1.90899e-01,-5.3,-5.1
1.90902e-01,-5.3,-5.5
1.90906e-01,-5.3,-5.1
1.90909e-01,-5.3,-5.5
1.90912e-01,-5.3,-5.1
1.90915e-01,-5.3,-5.5
1.90918e-01,-5.3,-5.1
1.90922e-01,-5.3,-5.5
1.90925e-01,-5.3,-5.1
1.90928e-01,-5.3,-5.5
1.90931e-01,-5.3,-5.1
1.90934e-01,-5.5,-5.5
1.90938e-01,-5.5,-5.1
1.90941e-01,-5.5,-5.7
1.90944e-01,-5.5,-5.1
1.90947e-01,-5.5,-5.7
1.90950e-01,-5.5,-5.3
1.90954e-01,-5.5,-5.7
1.90957e-01,-5.5,-5.3
1.90960e-01,-5.5,-5.7
1.90963e-01,-5.5,-5.3
1.90966e-01,-5.5,-5.7
1.90970e-01,-5.5,-5.3
1.90973e-01,-5.5,-5.7
1.90976e-01,-5.5,-5.3
1.90979e-01,-5.5,-5.7
1.90982e-01,-5.5,-5.3
1.90986e-01,-5.5,-5.7
1.90989e-01,-5.5,-5.3
1.90992e-01,-5.5,-5.7
1.90995e-01,-5.5,-5.3
1.90998e-01,-5.3,-5.7
1.91002e-01,-5.3,-5.3
1.91005e-01,-5.3,-5.7
1.91008e-01,-5.3,-5.1
1.91011e-01,-5.3,-5.7
1.91014e-01,-5.3,-5.1
1.91018e-01,-5.3,-5.7
1.91021e-01,-5.3,-5.1
1.91024e-01,-5.3,-5.7
1.91027e-01,-5.3,-5.1
1.91030e-01,-5.3,-5.7
1.91034e-01,-5.3,-5.1
1.91037e-01,-5.3,-5.7
1.91040e-01,-5.3,-5.1
1.91043e-01,-5.3,-5.5
1.91046e-01,-5.3,-5.1
1.91050e-01,-5.3,-5.5
1.91053e-01,-5.3,-5.1
1.91056e-01,-5.3,-5.5
1.91059e-01,-5.3,-5.1
1.91062e-01,-5.3,-5.7
1.91066e-01,-5.3,-5.1
1.91069e-01,-5.3,-5.5
1.91072e-01,-5.3,-5.1
1.91075e-01,-5.3,-5.5
1.91078e-01,-5.3,-5.1
1.91082e-01,-5.3,-5.5
1.91085e-01,-5.3,-5.1
1.91088e-01,-5.3,-5.5
1.91091e-01,-5.3,-5.1
1.91094e-01,-5.3,-5.5
1.91098e-01,-5.3,-5.1
1.91101e-01,-5.3,-5.5
1.91104e-01,-5.3,-5.1
1.91107e-01,-5.3,-5.5
1.91110e-01,-5.3,-5.1
1.91114e-01,-5.3,-5.5
1.91117e-01,-5.3,-5.1
1.91120e-01,-5.3,-5.5
1.91123e-01,-5.3,-5.1
1.91126e-01,-5.5,-5.5
1.91130e-01,-5.5,-5.1
1.91133e-01,-5.5,-5.7
1.91136e-01,-5.5,-5.3
1.91139e-01,-5.5,-5.7
1.91142e-01,-5.5,-5.3
1.91146e-01,-5.5,-5.7
1.91149e-01,-5.5,-5.3
1.91152e-01,-5.5,-5.7
1.91155e-01,-5.5,-5.3
1.91158e-01,-5.5,-5.7
1.91162e-01,-5.5,-5.3
1.91165e-01,-5.5,-5.7
1.91168e-01,-5.5,-5.3
1.91171e-01,-5.3,-5.7
1.91174e-01,-5.5,-5.3
1.91178e-01,-5.5,-5.7
1.91181e-01,-5.5,-5.3
1.91184e-01,-5.3,-5.7
1.91187e-01,-5.5,-5.3
1.91190e-01,-5.3,-5.7
1.91194e-01,-5.5,-5.3
1.91197e-01,-5.3,-5.7
1.91200e-01,-5.5,-5.3
1.91203e-01,-5.3,-5.7
1.91206e-01,-5.5,-5.3
1.91210e-01,-5.3,-5.7
1.91213e-01,-5.5,-5.3
1.91216e-01,-5.3,-5.5
1.91219e-01,-5.3,-5.3
1.91222e-01,-5.3,-5.5
1.91226e-01,-5.5,-5.1
1.91229e-01,-5.3,-5.7
1.91232e-01,-5.3,-5.1
1.91235e-01,-5.3,-5.5
1.91238e-01,-5.3,-5.1
1.91242e-01,-5.3,-5.7
1.91245e-01,-5.3,-5.1
1.91248e-01,-5.3,-5.5
1.91251e-01,-5.3,-5.1
1.91254e-01,-5.3,-5.5
1.91258e-01,-5.3,-5.1
1.91261e-01,-5.3,-5.5
1.91264e-01,-5.3,-5.1
1.91267e-01,-5.3,-5.5
1.91270e-01,-5.3,-5.1
1.91274e-01,-5.3,-5.5
1.91277e-01,-5.3,-5.1
1.91280e-01,-5.3,-5.5
1.91283e-01,-5.3,-5.1
1.91286e-01,-5.3,-5.5
1.91290e-01,-5.3,-5.1
1.91293e-01,-5.3,-5.5
1.91296e-01,-5.3,-5.1
1.91299e-01,-5.3,-5.5
1.91302e-01,-5.3,-5.1
1.91306e-01,-5.3,-5.5
1.91309e-01,-5.3,-5.1
1.91312e-01,-5.3,-5.5
1.91315e-01,-5.3,-5.1
1.91318e-01,-5.5,-5.5
1.91322e-01,-5.5,-5.1
1.91325e-01,-5.5,-5.7
1.91328e-01,-5.5,-5.1
1.91331e-01,-5.5,-5.7
1.91334e-01,-5.3,-5.3
1.91338e-01,-5.5,-5.7
1.91341e-01,-5.5,-5.3
1.91344e-01,-5.5,-5.7
1.91347e-01,-5.5,-5.3
1.91350e-01,-5.5,-5.7
1.91354e-01,-5.5,-5.3
1.91357e-01,-5.5,-5.7
1.91360e-01,-5.5,-5.3
1.91363e-01,-5.3,-5.7
1.91366e-01,-5.5,-5.3
1.91370e-01,-5.5,-5.7
1.91373e-01,-5.3,-5.3
1.91376e-01,-5.3,-5.7
1.91379e-01,-5.3,-5.1
1.91382e-01,-5.5,-5.7
1.91386e-01,-5.5,-5.3
1.91389e-01,-5.3,-5.7
1.91392e-01,-5.5,-5.3
1.91395e-01,-5.3,-5.7
1.91398e-01,-5.5,-5.3
1.91402e-01,-5.3,-5.7
1.91405e-01,-5.3,-5.3
1.91408e-01,-5.5,-5.7
1.91411e-01,-5.3,-5.1
1.91414e-01,-5.3,-5.7
1.91418e-01,-5.3,-5.1
1.91421e-01,-5.3,-5.7
1.91424e-01,-5.3,-5.1
1.91427e-01,-5.3,-5.5
1.91430e-01,-5.3,-5.1
1.91434e-01,-5.3,-5.5
1.91437e-01,-5.3,-5.1
1.91440e-01,-5.3,-5.5
1.91443e-01,-5.3,-5.1
1.91446e-01,-5.3,-5.5
1.91450e-01,-5.3,-5.1
1.91453e-01,-5.3,-5.5
1.91456e-01,-5.3,-5.1
1.91459e-01,-5.3,-5.5
1.91462e-01,-5.3,-5.1
1.91466e-01,-5.3,-5.5
1.91469e-01,-5.3,-5.1
1.91472e-01,-5.3,-5.5
1.91475e-01,-5.3,-5.1
1.91478e-01,-5.3,-5.5
1.91482e-01,-5.3,-5.1
1.91485e-01,-5.3,-5.5
1.91488e-01,-5.3,-5.1
1.91491e-01,-5.3,-5.5
1.91494e-01,-5.3,-5.1
1.91498e-01,-5.3,-5.5
1.91501e-01,-5.3,-5.1
1.91504e-01,-5.3,-5.5
1.91507e-01,-5.3,-5.1
1.91510e-01,-5.5,-5.7
1.91514e-01,-5.5,-5.1
1.91517e-01,-5.5,-5.7
1.91520e-01,-5.5,-5.3
1.91523e-01,-5.5,-5.7
1.91526e-01,-5.5,-5.3
1.91530e-01,-5.5,-5.7
1.91533e-01,-5.5,-5.3
1.91536e-01,-5.5,-5.7
1.91539e-01,-5.5,-5.3
1.91542e-01,-5.5,-5.7
1.91546e-01,-5.5,-5.3
1.91549e-01,-5.5,-5.7
1.91552e-01,-5.5,-5.3
1.91555e-01,-5.5,-5.7
1.91558e-01,-5.5,-5.3
1.91562e-01,-5.3,-5.7
1.91565e-01,-5.5,-5.3
1.91568e-01,-5.5,-5.7
1.91571e-01,-5.3,-5.1
1.91574e-01,-5.5,-5.7
1.91578e-01,-5.5,-5.3
1.91581e-01,-5.5,-5.7
1.91584e-01,-5.3,-5.3
1.91587e-01,-5.5,-5.7
1.91590e-01,-5.3,-5.3
1.91594e-01,-5.3,-5.7
1.91597e-01,-5.3,-5.3
1.91600e-01,-5.5,-5.7
1.91603e-01,-5.3,-5.1
1.91606e-01,-5.3,-5.7
1.91610e-01,-5.3,-5.1
1.91613e-01,-5.3,-5.5
1.91616e-01,-5.3,-5.1
1.91619e-01,-5.3,-5.5
1.91622e-01,-5.3,-5.1
1.91626e-01,-5.3,-5.5
1.91629e-01,-5.5,-5.1
1.91632e-01,-5.3,-5.5
1.91635e-01,-5.3,-5.1
1.91638e-01,-5.3,-5.5
1.91642e-01,-5.3,-5.1
1.91645e-01,-5.3,-5.5
1.91648e-01,-5.3,-5.1
1.91651e-01,-5.3,-5.5
1.91654e-01,-5.3,-5.1
1.91658e-01,-5.3,-5.5
1.91661e-01,-5.3,-5.1
1.91664e-01,-5.3,-5.5
1.91667e-01,-5.3,-5.1
1.91670e-01,-5.3,-5.5
1.91674e-01,-5.3,-5.1
1.91677e-01,-5.3,-5.5
1.91680e-01,-5.3,-5.1
1.91683e-01,-5.3,-5.5
1.91686e-01,-5.3,-5.1
1.91690e-01,-5.3,-5.5
1.91693e-01,-5.3,-5.1
1.91696e-01,-5.3,-5.5
1.91699e-01,-5.3,-5.1
1.91702e-01,-5.5,-5.5
1.91706e-01,-5.5,-5.1
1.91709e-01,-5.5,-5.7
1.91712e-01,-5.5,-5.3
1.91715e-01,-5.5,-5.7
1.91718e-01,-5.5,-5.3
1.91722e-01,-5.5,-5.7
1.91725e-01,-5.5,-5.3
1.91728e-01,-5.5,-5.7
1.91731e-01,-5.5,-5.3
1.91734e-01,-5.5,-5.7
1.91738e-01,-5.5,-5.3
1.91741e-01,-5.5,-5.7
1.91744e-01,-5.5,-5.3
1.91747e-01,-5.5,-5.7
1.91750e-01,-5.5,-5.3
1.91754e-01,-5.5,-5.7
1.91757e-01,-5.5,-5.3
1.91760e-01,-5.5,-5.7
1.91763e-01,-5.3,-5.3
1.91766e-01,-5.3,-5.7
1.91770e-01,-5.3,-5.3
1.91773e-01,-5.5,-5.7
1.91776e-01,-5.5,-5.3
1.91779e-01,-5.3,-5.7
1.91782e-01,-5.5,-5.3
1.91786e-01,-5.3,-5.7
1.91789e-01,-5.3,-5.1
1.91792e-01,-5.3,-5.5
1.91795e-01,-5.3,-5.1
1.91798e-01,-5.3,-5.7
1.91802e-01,-5.3,-5.1
1.91805e-01,-5.3,-5.5
1.91808e-01,-5.3,-5.1
1.91811e-01,-5.3,-5.5
1.91814e-01,-5.5,-5.1
1.91818e-01,-5.5,-5.5
1.91821e-01,-5.3,-5.1
1.91824e-01,-5.3,-5.5
1.91827e-01,-5.3,-5.1
1.91830e-01,-5.5,-5.7
1.91834e-01,-5.3,-5.1
1.91837e-01,-5.3,-5.5
1.91840e-01,-5.3,-5.1
1.91843e-01,-5.3,-5.5
1.91846e-01,-5.3,-5.1
1.91850e-01,-5.3,-5.5
1.91853e-01,-5.3,-5.1
1.91856e-01,-5.3,-5.5
1.91859e-01,-5.3,-5.1
1.91862e-01,-5.3,-5.5
1.91866e-01,-5.3,-5.1
1.91869e-01,-5.3,-5.5
1.91872e-01,-5.3,-5.1
1.91875e-01,-5.3,-5.5
1.91878e-01,-5.3,-5.1
1.91882e-01,-5.3,-5.5
1.91885e-01,-5.3,-5.1
1.91888e-01,-5.3,-5.5
1.91891e-01,-5.3,-5.1
1.91894e-01,-5.5,-5.5
1.91898e-01,-5.5,-5.1
1.91901e-01,-5.5,-5.7
1.91904e-01,-5.5,-5.1
1.91907e-01,-5.5,-5.7
1.91910e-01,-5.5,-5.3
1.91914e-01,-5.5,-5.7
1.91917e-01,-5.5,-5.3
1.91920e-01,-5.3,-5.7
1.91923e-01,-5.5,-5.3
1.91926e-01,-5.5,-5.7
1.91930e-01,-5.5,-5.3
1.91933e-01,-5.5,-5.7
1.91936e-01,-5.5,-5.3
1.91939e-01,-5.5,-5.7
1.91942e-01,-5.5,-5.3
1.91946e-01,-5.5,-5.7
1.91949e-01,-5.5,-5.3
1.91952e-01,-5.3,-5.7
1.91955e-01,-5.3,-5.3
1.91958e-01,-5.3,-5.7
1.91962e-01,-5.5,-5.3
1.91965e-01,-5.5,-5.7
1.91968e-01,-5.3,-5.3
1.91971e-01,-5.3,-5.7
1.91974e-01,-5.3,-5.1
1.91978e-01,-5.3,-5.7
1.91981e-01,-5.3,-5.1
1.91984e-01,-5.3,-5.7
1.91987e-01,-5.3,-5.1
1.91990e-01,-5.3,-5.5
1.91994e-01,-5.3,-5.1
1.91997e-01,-5.3,-5.7
1.92000e-01,-5.3,-5.1
1.92003e-01,-5.3,-5.5
1.92006e-01,-5.3,-5.1
1.92010e-01,-5.3,-5.7
1.92013e-01,-5.3,-5.1
1.92016e-01,-5.3,-5.5
1.92019e-01,-5.3,-5.1
1.92022e-01,-5.3,-5.5
1.92026e-01,-5.3,-5.1
1.92029e-01,-5.3,-5.5
1.92032e-01,-5.3,-5.1
1.92035e-01,-5.3,-5.5
1.92038e-01,-5.3,-5.1
1.92042e-01,-5.3,-5.5
1.92045e-01,-5.3,-5.1
1.92048e-01,-5.3,-5.5
1.92051e-01,-5.3,-5.1
1.92054e-01,-5.3,-5.5
1.92058e-01,-5.3,-5.1
1.92061e-01,-5.3,-5.5
1.92064e-01,-5.3,-5.1
1.92067e-01,-5.3,-5.5
1.92070e-01,-5.3,-5.1
1.92074e-01,-5.3,-5.5
1.92077e-01,-5.3,-5.1
1.92080e-01,-5.3,-5.5
1.92083e-01,-5.3,-5.1
1.92086e-01,-5.5,-5.5
1.92090e-01,-5.5,-5.1
1.92093e-01,-5.5,-5.7
1.92096e-01,-5.5,-5.3
1.92099e-01,-5.5,-5.7
1.92102e-01,-5.5,-5.3
1.92106e-01,-5.5,-5.7
1.92109e-01,-5.5,-5.3
1.92112e-01,-5.3,-5.7
1.92115e-01,-5.3,-5.3
1.92118e-01,-5.5,-5.7
1.92122e-01,-5.5,-5.3
1.92125e-01,-5.5,-5.7
1.92128e-01,-5.5,-5.3
1.92131e-01,-5.3,-5.7
1.92134e-01,-5.3,-5.3
1.92138e-01,-5.3,-5.7
1.92141e-01,-5.3,-5.3
1.92144e-01,-5.5,-5.7
1.92147e-01,-5.5,-5.3
1.92150e-01,-5.5,-5.7
1.92154e-01,-5.5,-5.3
1.92157e-01,-5.5,-5.7
1.92160e-01,-5.5,-5.3
1.92163e-01,-5.3,-5.7
1.92166e-01,-5.5,-5.3
1.92170e-01,-5.3,-5.7
1.92173e-01,-5.3,-5.3
1.92176e-01,-5.3,-5.7
1.92179e-01,-5.5,-5.1
1.92182e-01,-5.3,-5.7
1.92186e-01,-5.3,-5.1
1.92189e-01,-5.3,-5.5
1.92192e-01,-5.3,-5.1
1.92195e-01,-5.3,-5.5
1.92198e-01,-5.3,-5.1
1.92202e-01,-5.3,-5.5
1.92205e-01,-5.3,-5.1
1.92208e-01,-5.3,-5.5
1.92211e-01,-5.3,-5.1
1.92214e-01,-5.3,-5.5
1.92218e-01,-5.3,-5.1
1.92221e-01,-5.3,-5.5
1.92224e-01,-5.3,-5.1
1.92227e-01,-5.3,-5.5
1.92230e-01,-5.3,-5.1
1.92234e-01,-5.3,-5.5
1.92237e-01,-5.3,-5.1
1.92240e-01,-5.3,-5.5
1.92243e-01,-5.3,-5.1
1.92246e-01,-5.3,-5.5
1.92250e-01,-5.3,-5.1
1.92253e-01,-5.3,-5.5
1.92256e-01,-5.3,-5.1
1.92259e-01,-5.3,-5.5
1.92262e-01,-5.3,-5.1
1.92266e-01,-5.3,-5.5
1.92269e-01,-5.3,-5.1
1.92272e-01,-5.3,-5.5
1.92275e-01,-5.3,-5.1
1.92278e-01,-5.5,-5.5
1.92282e-01,-5.5,-5.1
1.92285e-01,-5.5,-5.7
1.92288e-01,-5.5,-5.1
1.92291e-01,-5.5,-5.7
1.92294e-01,-5.5,-5.3
1.92298e-01,-5.5,-5.7
1.92301e-01,-5.5,-5.3
1.92304e-01,-5.5,-5.7
1.92307e-01,-5.5,-5.3
1.92310e-01,-5.5,-5.7
1.92314e-01,-5.5,-5.3
1.92317e-01,-5.3,-5.7
1.92320e-01,-5.5,-5.3
1.92323e-01,-5.5,-5.7
1.92326e-01,-5.5,-5.3
1.92330e-01,-5.3,-5.7
1.92333e-01,-5.3,-5.3
1.92336e-01,-5.3,-5.7
1.92339e-01,-5.5,-5.3
1.92342e-01,-5.5,-5.7
1.92346e-01,-5.5,-5.3
1.92349e-01,-5.5,-5.7
1.92352e-01,-5.3,-5.3
1.92355e-01,-5.3,-5.7
1.92358e-01,-5.3,-5.3
1.92362e-01,-5.3,-5.7
1.92365e-01,-5.5,-5.3
1.92368e-01,-5.3,-5.7
1.92371e-01,-5.5,-5.1
1.92374e-01,-5.5,-5.7
1.92378e-01,-5.3,-5.1
1.92381e-01,-5.3,-5.7
1.92384e-01,-5.3,-5.3
1.92387e-01,-5.3,-5.7
1.92390e-01,-5.3,-5.3
1.92394e-01,-5.3,-5.7
1.92397e-01,-5.3,-5.1
1.92400e-01,-5.3,-5.5
1.92403e-01,-5.3,-5.1
1.92406e-01,-5.3,-5.5
1.92410e-01,-5.3,-5.1
1.92413e-01,-5.3,-5.5
1.92416e-01,-5.3,-5.1
1.92419e-01,-5.3,-5.5
1.92422e-01,-5.3,-5.1
1.92426e-01,-5.3,-5.5
1.92429e-01,-5.3,-5.1
1.92432e-01,-5.3,-5.5
1.92435e-01,-5.3,-5.1
1.92438e-01,-5.3,-5.5
1.92442e-01,-5.3,-5.1
1.92445e-01,-5.3,-5.5
1.92448e-01,-5.3,-5.1
1.92451e-01,-5.3,-5.5
1.92454e-01,-5.3,-5.1
1.92458e-01,-5.3,-5.5
1.92461e-01,-5.3,-5.1
1.92464e-01,-5.3,-5.5
1.92467e-01,-5.3,-5.1
1.92470e-01,-5.5,-5.5
1.92474e-01,-5.5,-5.1
1.92477e-01,-5.5,-5.7
1.92480e-01,-5.5,-5.1
1.92483e-01,-5.5,-5.7
1.92486e-01,-5.5,-5.3
1.92490e-01,-5.5,-5.7
1.92493e-01,-5.5,-5.3
1.92496e-01,-5.5,-5.7
1.92499e-01,-5.5,-5.3
1.92502e-01,-5.5,-5.7
1.92506e-01,-5.5,-5.3
1.92509e-01,-5.5,-5.7
1.92512e-01,-5.5,-5.3
1.92515e-01,-5.5,-5.7
1.92518e-01,-5.3,-5.3
1.92522e-01,-5.3,-5.7
1.92525e-01,-5.5,-5.3
1.92528e-01,-5.3,-5.7
1.92531e-01,-5.5,-5.3
1.92534e-01,-5.3,-5.7
1.92538e-01,-5.5,-5.3
1.92541e-01,-5.5,-5.7
1.92544e-01,-5.3,-5.1
1.92547e-01,-5.3,-5.7
1.92550e-01,-5.5,-5.1
1.92554e-01,-5.3,-5.5
1.92557e-01,-5.5,-5.3
1.92560e-01,-5.3,-5.5
1.92563e-01,-5.3,-5.1
1.92566e-01,-5.3,-5.5
1.92570e-01,-5.3,-5.3
1.92573e-01,-5.3,-5.5
1.92576e-01,-5.3,-5.1
1.92579e-01,-5.3,-5.5
1.92582e-01,-5.3,-5.1
1.92586e-01,-5.3,-5.5
1.92589e-01,-5.3,-5.1
1.92592e-01,-5.3,-5.5
1.92595e-01,-5.3,-5.1
1.92598e-01,-5.3,-5.5
1.92602e-01,-5.3,-5.1
1.92605e-01,-5.3,-5.5
1.92608e-01,-5.3,-5.1
1.92611e-01,-5.3,-5.5
1.92614e-01,-5.3,-5.1
1.92618e-01,-5.3,-5.5
1.92621e-01,-5.3,-5.1
1.92624e-01,-5.3,-5.5
1.92627e-01,-5.3,-5.1
1.92630e-01,-5.3,-5.5
1.92634e-01,-5.3,-5.1
1.92637e-01,-5.3,-5.5
1.92640e-01,-5.3,-5.1
1.92643e-01,-5.3,-5.5
1.92646e-01,-5.3,-5.1
1.92650e-01,-5.3,-5.5
1.92653e-01,-5.3,-5.1
1.92656e-01,-5.3,-5.5
1.92659e-01,-5.3,-5.1
1.92662e-01,-5.5,-5.5
1.92666e-01,-5.5,-5.1
1.92669e-01,-5.5,-5.7
1.92672e-01,-5.5,-5.3
1.92675e-01,-5.5,-5.7
1.92678e-01,-5.5,-5.3
1.92682e-01,-5.5,-5.7
1.92685e-01,-5.5,-5.3
1.92688e-01,-5.5,-5.7
1.92691e-01,-5.5,-5.3
1.92694e-01,-5.5,-5.7
1.92698e-01,-5.5,-5.3
1.92701e-01,-5.5,-5.7
1.92704e-01,-5.3,-5.3
1.92707e-01,-5.5,-5.7
1.92710e-01,-5.5,-5.3
1.92714e-01,-5.5,-5.7
1.92717e-01,-5.5,-5.3
1.92720e-01,-5.5,-5.7
1.92723e-01,-5.3,-5.3
1.92726e-01,-5.3,-5.7
1.92730e-01,-5.5,-5.3
1.92733e-01,-5.5,-5.7
1.92736e-01,-5.3,-5.3
1.92739e-01,-5.3,-5.7
1.92742e-01,-5.3,-5.1
1.92746e-01,-5.3,-5.5
1.92749e-01,-5.3,-5.1
1.92752e-01,-5.3,-5.7
1.92755e-01,-5.3,-5.1
1.92758e-01,-5.3,-5.7
1.92762e-01,-5.5,-5.3
1.92765e-01,-5.5,-5.5
1.92768e-01,-5.3,-5.1
1.92771e-01,-5.3,-5.5
1.92774e-01,-5.3,-5.1
1.92778e-01,-5.3,-5.5
1.92781e-01,-5.3,-5.1
1.92784e-01,-5.3,-5.5
1.92787e-01,-5.3,-5.1
1.92790e-01,-5.3,-5.5
1.92794e-01,-5.3,-5.1
1.92797e-01,-5.3,-5.5
1.92800e-01,-5.3,-5.1
1.92803e-01,-5.3,-5.5
1.92806e-01,-5.3,-5.1
1.92810e-01,-5.3,-5.5
1.92813e-01,-5.3,-5.1
1.92816e-01,-5.3,-5.5
1.92819e-01,-5.3,-5.1
1.92822e-01,-5.3,-5.5
1.92826e-01,-5.3,-5.1
1.92829e-01,-5.3,-5.5
1.92832e-01,-5.3,-5.1
1.92835e-01,-5.3,-5.5
1.92838e-01,-5.3,-5.1
1.92842e-01,-5.3,-5.5
1.92845e-01,-5.3,-5.1
1.92848e-01,-5.3,-5.5
1.92851e-01,-5.5,-5.1
1.92854e-01,-5.5,-5.5
1.92858e-01,-5.5,-5.1
1.92861e-01,-5.5,-5.7
1.92864e-01,-5.5,-5.3
1.92867e-01,-5.5,-5.7
1.92870e-01,-5.5,-5.3
1.92874e-01,-5.5,-5.7
1.92877e-01,-5.5,-5.3
1.92880e-01,-5.5,-5.7
1.92883e-01,-5.5,-5.3
1.92886e-01,-5.3,-5.7
1.92890e-01,-5.5,-5.3
1.92893e-01,-5.5,-5.7
1.92896e-01,-5.5,-5.3
1.92899e-01,-5.5,-5.7
1.92902e-01,-5.5,-5.3
1.92906e-01,-5.5,-5.7
1.92909e-01,-5.5,-5.3
1.92912e-01,-5.5,-5.7
1.92915e-01,-5.3,-5.3
1.92918e-01,-5.5,-5.7
1.92922e-01,-5.5,-5.3
1.92925e-01,-5.5,-5.7
1.92928e-01,-5.3,-5.3
1.92931e-01,-5.3,-5.7
1.92934e-01,-5.3,-5.3
1.92938e-01,-5.3,-5.7
1.92941e-01,-5.3,-5.3
1.92944e-01,-5.3,-5.5
1.92947e-01,-5.5,-5.1
1.92950e-01,-5.3,-5.5
1.92954e-01,-5.3,-5.3
1.92957e-01,-5.3,-5.5
1.92960e-01,-5.3,-5.1
1.92963e-01,-5.3,-5.5
1.92966e-01,-5.3,-5.1
1.92970e-01,-5.3,-5.5
1.92973e-01,-5.3,-5.1
1.92976e-01,-5.3,-5.5
1.92979e-01,-5.3,-5.1
1.92982e-01,-5.3,-5.5
1.92986e-01,-5.3,-5.1
1.92989e-01,-5.3,-5.5
1.92992e-01,-5.3,-5.1
1.92995e-01,-5.3,-5.5
1.92998e-01,-5.3,-5.1
1.93002e-01,-5.3,-5.5
1.93005e-01,-5.3,-5.1
1.93008e-01,-5.3,-5.5
1.93011e-01,-5.3,-5.1
1.93014e-01,-5.3,-5.5
1.93018e-01,-5.3,-5.1
1.93021e-01,-5.3,-5.5
1.93024e-01,-5.3,-5.1
1.93027e-01,-5.3,-5.5
1.93030e-01,-5.3,-5.1
1.93034e-01,-5.3,-5.5
1.93037e-01,-5.3,-5.1
1.93040e-01,-5.3,-5.5
1.93043e-01,-5.3,-5.1
1.93046e-01,-5.5,-5.5
1.93050e-01,-5.5,-5.1
1.93053e-01,-5.5,-5.7
1.93056e-01,-5.5,-5.3
1.93059e-01,-5.5,-5.7
1.93062e-01,-5.5,-5.3
1.93066e-01,-5.5,-5.7
1.93069e-01,-5.5,-5.3
1.93072e-01,-5.5,-5.7
1.93075e-01,-5.5,-5.3
1.93078e-01,-5.5,-5.7
1.93082e-01,-5.5,-5.3
1.93085e-01,-5.5,-5.7
1.93088e-01,-5.5,-5.3
1.93091e-01,-5.5,-5.7
1.93094e-01,-5.5,-5.3
1.93098e-01,-5.5,-5.7
1.93101e-01,-5.5,-5.3
1.93104e-01,-5.3,-5.7
1.93107e-01,-5.5,-5.3
1.93110e-01,-5.3,-5.7
1.93114e-01,-5.5,-5.3
1.93117e-01,-5.5,-5.7
1.93120e-01,-5.5,-5.3
1.93123e-01,-5.5,-5.7
1.93126e-01,-5.3,-5.1
1.93130e-01,-5.3,-5.7
1.93133e-01,-5.3,-5.3
1.93136e-01,-5.3,-5.7
1.93139e-01,-5.3,-5.3
1.93142e-01,-5.3,-5.7
1.93146e-01,-5.3,-5.1
1.93149e-01,-5.3,-5.7
1.93152e-01,-5.5,-5.1
1.93155e-01,-5.3,-5.7
1.93158e-01,-5.5,-5.1
1.93162e-01,-5.5,-5.5
1.93165e-01,-5.5,-5.1
1.93168e-01,-5.3,-5.5
1.93171e-01,-5.3,-5.1
1.93174e-01,-5.3,-5.5
1.93178e-01,-5.3,-5.1
1.93181e-01,-5.3,-5.5
1.93184e-01,-5.3,-5.1
1.93187e-01,-5.3,-5.5
1.93190e-01,-5.3,-5.1
1.93194e-01,-5.3,-5.5
1.93197e-01,-5.3,-5.1
1.93200e-01,-5.3,-5.5
1.93203e-01,-5.3,-5.1
1.93206e-01,-5.3,-5.5
1.93210e-01,-5.3,-5.1
1.93213e-01,-5.3,-5.5
1.93216e-01,-5.3,-5.1
1.93219e-01,-5.3,-5.5
1.93222e-01,-5.3,-5.1
1.93226e-01,-5.3,-5.5
1.93229e-01,-5.3,-5.1
1.93232e-01,-5.3,-5.5
1.93235e-01,-5.5,-5.1
1.93238e-01,-5.5,-5.5
1.93242e-01,-5.5,-5.1
